ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
F0599A4F34DC9714,electric_bike,42:15.1,55:52.9,Norfolk St & Broome St,5374.01,Berry St & N 8 St,5379.09,40.7172274,-73.98802084,40.7190095,-73.95852515,member
295DBF330AFB95DF,classic_bike,19:36.0,26:03.1,W 35 St & 8 Ave,6526.01,8 Ave & W 49 St,6747.07,40.75276209,-73.99280459,40.76171228,-73.98655102,member
2D8A3C346717784D,electric_bike,53:35.7,58:50.2,Broadway & W 157 St,8123.06,Edgecombe Ave & W 141 St,7915.11,40.8340274,-73.94510813,40.820681,-73.945144,member
708ED4EC46C3AE65,electric_bike,03:49.8,07:48.3,27 St & Hunter St,6310.06,Jackson Ave & 46 Rd,6203.02,40.7485,-73.941275,40.74524768,-73.94733276,member
6E0FBFDB8FDA47A9,electric_bike,30:23.8,34:45.4,W 40 St & 7 Ave,6560.14,W 43 St & 6 Ave,6593.14,40.754818,-73.988154,40.75527307,-73.98316936,casual
A9C77C2C5B495D79,classic_bike,07:25.5,12:03.2,State St & Smith St,4522.07,Hanson Pl & Ashland Pl,4395.07,40.68917,-73.9886,40.68506807,-73.9779076,member
843A5EFDE55B2451,electric_bike,29:06.9,51:38.0,Verona Pl & Fulton St,4214.04,S Portland Ave & Hanson Pl,4354.05,40.68035608,-73.9476791,40.68539567,-73.97431458,member
CE0A91AC30A295CD,classic_bike,54:38.8,10:30.8,W Broadway & W Houston St,5644.05,2 Ave & E 29 St,6122.09,40.726378,-74.000472,40.74172351,-73.97809267,member
0483132A7FEAC731,electric_bike,31:11.7,00:38.6,E 89 St & York Ave,7204.08,E 106 St & Madison Ave,7528.31,40.7779453,-73.946041,40.7934337,-73.94945003,member
CDE039B535134D63,electric_bike,25:36.3,48:11.3,N 10 St & Berry St,5450.01,Madison St & Malcolm X Blvd,4416.1,40.720253,-73.957082,40.68713,-73.93008,member
